path	owner	status	evidence
backend/app/modules/ai/egress_authority.py	A	READ	External-egress prompt/manual-context authority boundary. Deterministically denies S4 prompts; S2/S3 require an already-approved derivative or exactly one explicitly local sanitizer path; marker-free prompts are eligible by default only in FAST_DEV. Local sanitizer bindings must resolve to a `local:` route and sanitizer outputs are post-validated before derivative approval. Canonical-source sanitization snapshots source bodies/digests before the local model call and revalidates them transactionally at derivative approval. Manual context delegates preview/selection to sensitivity policy, fails closed on withheld material or derivative drift/conflicting source digests, and enriches the authorized evidence manifest before returning eligible context. Important boundary: model-backed sanitization is advisory—the deterministic sensitivity floor, route locality, output validation, persisted derivative approval, source-digest revalidation and downstream egress controls remain the authority.
backend/app/modules/ai/egress_confirmation_core.py	A	READ	Canonical confirmation-ticket execution runtime: reloads persisted ticket/packet identity, atomically consumes authorization into a reservation, rechecks provider budget and registered external binding, creates the queued AI job, starts the exact reserved attempt, invokes the provider adapter, validates response binding/dispatch state, finalizes usage/accounting, and terminalizes normal or continuation flows. Fail-closed paths cover non-pending/malformed tickets, ticket-consumption metadata drift, invalid persisted packets, provider-gate/adapter failures, reservation/packet/binding drift, and response binding/dispatch violations. Adapter exceptions are recorded with dispatch `unknown`; pre-adapter start failures use `not_started`. Continuation confirmations preserve/store protected segments and assemble terminal output; successful length-limited confirmed output may enter the dedicated continuation runtime, while non-stop/incomplete outcomes terminalize as partial rather than false complete.
backend/app/modules/ai/egress_confirmation.py	A	READ	Thin confirmation façade over `egress_confirmation_core`. Re-exports the core execution type and two patchable bindings, synchronizes those bindings into the core before dispatch, loads persisted ticket metadata, and intercepts expired/revoked tickets carrying continuation authority so `consume_persisted_rejected_continuation` performs transactional rejected-continuation cleanup and the façade returns a blocked `config_error` outcome. All other tickets delegate to core `run_confirmation_ticket`. Failure/maintenance boundary: behavior depends on private `_core` functions and mutable module-level rebinding; cleanup is conditional on persisted continuation authority, while expired/revoked tickets without it fall through to core handling. This file performs no provider/network call itself.
backend/app/modules/ai/egress_lifecycle.py	A	READ	Transactional confirmation/reservation/attempt lifecycle for external egress. Atomically consumes pending confirmation tickets, revalidates packet/policy/authority and hard budget/provider gates, creates reservations, binds reservations to exact `ai_jobs`, and reconciles immutable `egress_attempts`. Continuation tickets additionally validate/reactivate or terminalize paused token flows in the same SQLite transaction. CAS/version predicates prevent duplicate state transitions. Reconciliation is deliberately conservative: pre-network failures record zero usage; missing/unverified/mismatched usage or pricing drift takes maxima across reserved, reported, verified and recomputed cost/token evidence rather than under-accounting. Important failure boundaries: persisted packet/manifests are JSON-decoded during ticket projection rebuild and malformed persisted JSON fails the transaction; ticket expiration is checked at consumption and reservation expiration at start; provider-reported usage is only accepted as `actual` when it exactly matches persisted non-queued `ai_jobs` actual usage and matching pricing identity.
backend/app/modules/ai/egress_persistence.py	A	READ	Canonical SQLite persistence/preparation boundary for immutable egress packets, decisions, confirmation tickets and projected-cost reservations. Builds packet projection before a `BEGIN IMMEDIATE` transaction; expires stale active reservations, snapshots budget state, applies hard provider/credential/budget blocks and confirmation triggers, then atomically persists deny/pause/allow state without dispatching a provider. Packet-digest reuse is accepted only when every persisted immutable field matches, otherwise fails closed as collision/drift. `project_egress_availability` is deliberately read-only and counts active/in-flight reservations exactly as stored. Continuation authority is range/type checked and limited to S0/S1. Failure boundary: global budget projection treats missing `ai_settings` as not exhausted, so correctness relies on the surrounding initialization/schema invariant; provider registry/policy and secret-ref resolution remain external authorities rather than being proven by this persistence layer.
backend/app/modules/ai/egress_policy.py	A	READ	Canonical AI-egress policy loader/parser. Restricts loading to `configs/ai_egress_policy.json`, rejects missing/extra schema keys, enforces schema v1, positive limits/TTLs, sample-rate bounds, nonnegative soft spend, unique confirmable triggers restricted to t1/t2/t5, and exactly the external-provider operation; computes a SHA-256 digest over canonicalized raw JSON. `load_default_egress_policy` is process-cached, so on-disk policy changes are not observed until cache clear/process restart. Numeric validation permits non-finite positive floats such as `inf` for `daily_soft_spend_usd` if supplied programmatically (JSON itself normally cannot represent this portably), because only type and `< 0` are checked.
backend/app/modules/ai/egress_rejected_continuation.py	A	READ	Transactionally consumes an already expired/revoked continuation confirmation without provider dispatch: requires persisted continuation authority and a flow still in `confirmation_required`, derives terminal reason from expiry/revocation, delegates terminalization to token-flow confirmation-resume logic, and returns lifecycle consumption evidence. Failure boundaries: missing ticket, non-rejected state, absent continuation authority, or missing/non-paused flow fail closed with `EgressStateError`; it intentionally depends on private persistence/lifecycle helpers and executes under `_immediate_transaction`.
backend/app/modules/ai/egress_revalidation.py	A	READ	Transactional mutable-authority recheck for prompt derivatives, context source labels/digests, canonical derivatives and protected segment rules.
backend/app/modules/ai/egress_runtime.py	A	READ	Mandatory per-binding external-provider runtime. Creates/reuses token flows, resolves external fallback chains, applies budget/context/prompt authority before packet creation, prepares immutable egress packets and confirmation/reservation state, starts reservations and queued jobs, invokes only the exact bound network adapter, validates response binding/dispatch contracts, finalizes accounting/evidence, and hands length-limited success to external continuation runtime. Pre-packet denials are durably recorded without adapter invocation.
backend/app/modules/ai/egress_sanitizer.py	A	READ	Transactional sanitizer/provenance boundary for prompt and canonical derivatives. Auto-approval is restricted to S0/S1 output that passes deterministic-floor checks; S4 raw prompt markers are rejected. Model-backed sanitization must bind a successful dedicated local-route `ai_job` whose output digest matches the derivative, and canonical model sanitization additionally requires pre-call source digests to detect source drift. Reuse verifies immutable content/provenance and revoked derivatives fail closed. Deterministic weekly sampling creates audit items; rejecting an audit revokes the derivative, pending dependent confirmation tickets, and active pre-start reservations atomically. Important boundary: canonical dependent-packet discovery scans/parses every stored `included_manifest_json` and fails the whole rejection transaction on malformed stored manifest; prompt-derivative lookup/reuse is policy-version scoped. Uses `BEGIN IMMEDIATE` with rollback/commit and records audit/approval events.
backend/app/modules/ai/egress_service.py	A	READ	Pure canonical external-attempt packet projection: validates policy/binding/safe manifests/source digests and binds packet/policy/pricing state into deterministic digests/cost upper bound; no persistence or dispatch.
backend/app/modules/ai/egress_spine.py	A	READ	Fresh master source inspection; A-owned backend implementation/test/support seam.
backend/app/modules/ai/escalations.py	A	READ	Narrow confirmation adapter; consumes ticket through canonical confirmation path and projects governed outcome into public task/escalation response.
backend/app/modules/ai/execution_types.py	A	READ	Shared execution-class/ProviderBinding contract with tolerant default-registry metadata backfill for legacy callers.
backend/app/modules/ai/execution.py	A	READ	Canonical provider-neutral AI execution spine. Resolves default/explicit routes and registry fallbacks, canonicalizes/budgets context, persists every local attempt plus token-flow evidence, dispatches network bindings through the mandatory external-egress runtime, executes local adapters directly, retries only retryable provider responses across configured local fallback bindings, drives bounded local length continuations/protected-segment assembly, terminalizes flows, and captures decision-support records only on complete stop outcomes.
backend/app/modules/ai/flow_grade_cohort_contracts.py	A	READ	Cohort taxonomy/classification helpers: strict Decimal spend parsing, execution/dispatch/provider quality buckets and empirical-exclusion reasons.
backend/app/modules/ai/flow_grade_cohort_distributions.py	A	READ	Small deterministic numeric-distribution helper used by flow-grade cohort reporting. Empty input returns count 0 with null min/p50/p95/max; non-empty input sorts integer evidence and reports min/max plus nearest-rank p50 and p95 (`ceil(percentile * n)`, one-based rank). It performs no domain/range validation itself, so semantic validity of values is an upstream contract.
backend/app/modules/ai/flow_grade_cohort_models.py	A	READ	Pydantic cohort projection contracts for grade coverage, execution/accounting quality, costs, mixes, distributions and reconciliation invariants.
backend/app/modules/ai/flow_grade_cohort_routes.py	A	READ	GET-only bounded `/grade-cohorts` route; delegates cohort computation and maps contract/value errors to HTTP 422.
backend/app/modules/ai/flow_grade_cohort_store.py	A	READ	Bounded terminal-flow SQLite evidence loader joining attempts, valid subjects/latest grade heads and revision/withdrawal/invalid counts; explicit truncation.
backend/app/modules/ai/flow_grade_cohorts.py	A	READ	Read-only cohort aggregation/projection over terminal-flow evidence: computes grade/exclusion coverage, execution/dispatch/provider/accounting metrics, spend/mix/distributions and explicit reconciliation invariants; local compute remains deliberately unpriced in total-economic-cost output.
backend/app/modules/ai/flow_grade_contracts.py	A	READ	Flow-grade contract vocabulary and validation/decoding helpers: terminal/final status sets, grade/source/reason enums, ID/digest validation, canonical JSON, note/reason normalization, and SQLite subject/event projection.
backend/app/modules/ai/flow_grade_event_store.py	A	READ	Low-level SQLite grade-event store: replay lookup by subject/idempotency key, latest/list ordering by event index, and append insertion with UUID/time/schema/policy metadata plus supersession link; caller owns transaction/concurrency and semantic validation.
backend/app/modules/ai/flow_grade_events.py	A	READ	Transactional flow-grade mutation service: validates set/withdraw requests, materializes/checks the canonical subject, enforces optimistic head concurrency and idempotency, inserts immutable grade events, and returns decoded persisted evidence.
backend/app/modules/ai/flow_grade_evidence.py	A	READ	Terminal-flow grading evidence loader/projector: requires terminal flow state and canonical accounting/output digests, loads ordered AI-job attempts, verifies persisted attempt count/identity/contiguous indexes and finalized attempt statuses, then emits deterministic flow/attempt evidence including per-attempt canonical digests.
backend/app/modules/ai/flow_grade_models.py	A	READ	Fresh master source inspection; A-owned backend implementation/test/support seam.
backend/app/modules/ai/flow_grade_read.py	A	READ	Read-side flow-grade state projector. Validates `flow_id`, ensures/materializes the canonical grading subject, reads and decodes its ordered event history, exposes latest event, and treats a latest `set` event as the current grade while a latest non-`set` action leaves `current_grade_event` null.
backend/app/modules/ai/flow_grade_routes.py	A	READ	Operator-facing flow-grade HTTP boundary: GET current grade, PUT set grade, POST withdraw; delegates subject/read/event authority and maps not-found/conflict/contract failures to 404/409/422.
backend/app/modules/ai/flow_grade_subjects.py	A	READ	Transactional flow-grade subject materializer/versioner; hashes canonical terminal evidence, reuses exact-current subjects, invalidates changed evidence, versions replacements, and rejects reversion to previously invalidated outcome evidence.
backend/app/modules/ai/flow_record_capture.py	A	READ	Fresh master source inspection; A-owned backend implementation/test/support seam.
backend/app/modules/ai/gateway.py	A	READ	Public AI gateway/facade. Routes smoke/supervisor surfaces, resolves task route class, preprojects external budget blocking, optionally builds bounded workspace context after manual blocks, and delegates normal task execution to canonical `run_ai_task`. Legacy modeling-draft handling is separate: only the fake provider executes here; non-fake modes are blocked or may fall back to fake when Scaleway budget/paid-AI policy blocks and the setting permits it. Logs modeling-draft request/block/completion events.
backend/app/modules/ai/jarvis_context_models.py	A	READ	Frozen Jarvis route/action/value contracts; exact refs require version/revision/immutable-ref/digest identity, non-current refs cannot expose content, request ref-count/context-budget bounds are explicit.
backend/app/modules/ai/jarvis_context_routes.py	A	READ	Fresh master source inspection; A-owned backend implementation/test/support seam.
backend/app/modules/ai/jarvis_context.py	A	READ	Common deterministic READ/CONTEXT adapter/capability registry and exact-context preview/digest gate; forbids COMMIT/EXECUTE authority, conflicting identity/workspace, oversized/nonserializable evidence, and stale/digest-changed dispatch.
backend/app/modules/ai/models.py	A	READ	Pydantic API/schema boundary for AI settings/status/provider credential projections, modeling drafts, generic task execution/context-pack preview, escalation confirmation, smoke/provider/supervisor test surfaces. It forbids extras on key write/request contracts, bounds context-block count/serialized size and token fields, but is schema/validation only: it does not authorize egress, settle usage, dispatch providers, or store credentials.
backend/app/modules/ai/privacy.py	A	READ	Local deterministic privacy policy engine. Classifies public/internal/confidential/sensitive-IP/secret/unknown text; smoke-test decisions fail closed for secret, sensitive-IP and unknown material; smoke-console policy has DISABLED blocking, structural-secret and jailbreak/bypass checks, a permissive FAST_DEV path that still blocks structural secrets, and a stricter greeting allowlist path. Provider suggestions are explicitly non-authoritative; JarvisOS owns routing enforcement.
backend/app/modules/ai/provider_registry.py	A	READ	Canonical YAML provider/model registry parser and route-binding authority. Validates registry version, provider IDs, execution-class/network/endpoint/credential contracts, model route uniqueness, context/output limits, concrete external-provider USD pricing/effective timestamps, fallback chains, and environment model overrides constrained to the same provider/route/execution class. Exposes provider/model/binding/fallback configuration; it is configuration/validation, not provider dispatch authority.
backend/app/modules/ai/providers/__init__.py	A	READ	Tiny provider-interface package marker; no runtime behavior.
backend/app/modules/ai/providers/base.py	A	READ	Legacy modeling-draft AIRequest/AIResponse value objects and minimal AIProvider protocol.
backend/app/modules/ai/providers/deepseek_adapter.py	A	READ	Fresh master source inspection; A-owned backend implementation/test/support seam.
backend/app/modules/ai/providers/deepseek.py	A	READ	Concrete synchronous DeepSeek OpenAI-compatible HTTP adapter; env key/base/model, 30s request, usage/finish metadata; adapter itself is not egress authority.
backend/app/modules/ai/providers/fake_adapter.py	A	READ	Fresh master source inspection; A-owned backend implementation/test/support seam.
backend/app/modules/ai/providers/fake.py	A	READ	Deterministic fake modeling-draft provider plus keyword-only smoke sensitivity classifier; explicitly non-validating.
backend/app/modules/ai/providers/local_ollama_adapter.py	A	READ	Fresh master source inspection; A-owned backend implementation/test/support seam.
backend/app/modules/ai/providers/openai_compat_adapter.py	A	READ	Fresh master source inspection; A-owned backend implementation/test/support seam.
backend/app/modules/ai/providers/scaleway_adapter.py	A	READ	Fresh master source inspection; A-owned backend implementation/test/support seam.
backend/app/modules/ai/providers/scaleway.py	A	READ	Fresh master source inspection; A-owned backend implementation/test/support seam.
backend/app/modules/ai/record_capture.py	A	READ	Fresh master source inspection; A-owned backend implementation/test/support seam.
backend/app/modules/ai/routes.py	A	READ	Fresh master source inspection; A-owned backend implementation/test/support seam.
backend/app/modules/ai/routing/__init__.py	A	READ	Fresh master source inspection; A-owned backend implementation/test/support seam.
backend/app/modules/ai/routing/bridge.py	A	READ	Fresh master source inspection; A-owned backend implementation/test/support seam.
backend/app/modules/ai/routing/capability_route_matrix.py	A	READ	Fresh master source inspection; A-owned backend implementation/test/support seam.
backend/app/modules/ai/routing/decision.py	A	READ	Fresh master source inspection; A-owned backend implementation/test/support seam.
backend/app/modules/ai/routing/invariants.py	A	READ	Fresh master source inspection; A-owned backend implementation/test/support seam.
backend/app/modules/ai/routing/safe_local.py	A	READ	Fresh master source inspection; A-owned backend implementation/test/support seam.
backend/app/modules/ai/sensitivity_models.py	A	READ	Fresh master source inspection; A-owned backend implementation/test/support seam.
backend/app/modules/ai/sensitivity_routes.py	A	READ	Fresh master source inspection; A-owned backend implementation/test/support seam.
backend/app/modules/ai/sensitivity.py	A	READ	Provider-free sensitivity and external-context policy service. Persists versioned S0-S4 labels bound to source-content digests; deterministic regex floors can only raise classification. S2-S4 labels cannot be downgraded in place. Sanitized derivatives bind source digests, require explicit approval, become stale on policy/source drift, and only S0/S1 material is eligible for external previews. Preview paths re-resolve workspace sources, reject stale/unlabelled/ineligible raw material, admit approved non-stale derivatives, prevent derivative-source overlap, and apply deterministic whole-block budgets. This prepares egress-eligible context but neither authorizes nor performs provider dispatch.
backend/app/modules/ai/settings.py	A	READ	SQLite-backed singleton AI settings and provider/status projection service. Seeds FAST_DEV/zero-budget/fake-provider defaults, reads and updates policy/provider/Scaleway/token-continuation settings, records Scaleway token counters, overlays canonical egress/accounting availability onto status, and projects provider credential presence/capabilities without exposing secret material. Credential truth delegates to the secrets owner; provider availability delegates to canonical egress persistence.
backend/app/modules/ai/smoke_console.py	A	READ	Fresh master source inspection; A-owned backend implementation/test/support seam.
backend/app/modules/ai/smoke_tests.py	A	READ	Fresh master source inspection; A-owned backend implementation/test/support seam.
backend/app/modules/ai/supervisor_public_test.py	A	READ	Fresh master source inspection; A-owned backend implementation/test/support seam.
backend/app/modules/ai/thread_models.py	A	READ	Fresh master source inspection; A-owned backend implementation/test/support seam.
backend/app/modules/ai/thread_routes.py	A	READ	Fresh master source inspection; A-owned backend implementation/test/support seam.
backend/app/modules/ai/thread_service.py	A	READ	Fresh master source inspection; A-owned backend implementation/test/support seam.
backend/app/modules/ai/token_flow_assembly.py	A	READ	Fresh master source inspection; A-owned backend implementation/test/support seam.
backend/app/modules/ai/token_flow_confirmation_resume.py	A	READ	Fresh master source inspection; A-owned backend implementation/test/support seam.
backend/app/modules/ai/token_flow_confirmed_length.py	A	READ	Fresh master source inspection; A-owned backend implementation/test/support seam.
backend/app/modules/ai/token_flow_continuation_transaction.py	A	READ	Fresh master source inspection; A-owned backend implementation/test/support seam.
backend/app/modules/ai/token_flow_continuation.py	A	READ	Fresh master source inspection; A-owned backend implementation/test/support seam.
backend/app/modules/ai/token_flow_evidence.py	A	READ	Fresh master source inspection; A-owned backend implementation/test/support seam.
backend/app/modules/ai/token_flow_external_continuation.py	A	READ	Fresh master source inspection; A-owned backend implementation/test/support seam.
backend/app/modules/ai/token_flow_external_runtime.py	A	READ	Fresh master source inspection; A-owned backend implementation/test/support seam.
backend/app/modules/ai/token_flow_external_transaction.py	A	READ	Fresh master source inspection; A-owned backend implementation/test/support seam.
backend/app/modules/ai/token_flow_external.py	A	READ	Fresh master source inspection; A-owned backend implementation/test/support seam.
backend/app/modules/ai/token_flow_local_continuation.py	A	READ	Fresh master source inspection; A-owned backend implementation/test/support seam.
backend/app/modules/ai/token_flow_runtime.py	A	READ	Fresh master source inspection; A-owned backend implementation/test/support seam.
backend/app/modules/ai/token_flow_segments.py	A	READ	Fresh master source inspection; A-owned backend implementation/test/support seam.
backend/app/modules/ai/token_flow_service.py	A	READ	Fresh master source inspection; A-owned backend implementation/test/support seam.
backend/app/modules/ai/token_flow_status.py	A	READ	Fresh master source inspection; A-owned backend implementation/test/support seam.
backend/app/modules/ai/token_flow_terminalization.py	A	READ	Fresh master source inspection; A-owned backend implementation/test/support seam.
backend/app/modules/ai/token_flow_transaction.py	A	READ	Fresh master source inspection; A-owned backend implementation/test/support seam.
backend/app/modules/ai/token_guard.py	A	READ	Fresh master source inspection; A-owned backend implementation/test/support seam.
backend/app/modules/ai/usage_cost.py	A	READ	Fresh master source inspection; A-owned backend implementation/test/support seam.
backend/app/modules/bluecad/__init__.py	C	READ	Fresh master source inspection; C-owned backend implementation/test/support seam.
backend/app/modules/bluecad/__main__.py	C	READ	Fresh master source inspection; C-owned backend implementation/test/support seam.
